Date,Mid
4/23/20,1.23432
4/22/20,1.23321
4/21/20,1.22879
4/20/20,1.24318
4/17/20,1.24939
4/16/20,1.2455
4/15/20,1.25108
4/14/20,1.26233
4/13/20,1.25002
4/10/20,1.24449
4/9/20,1.24525
4/8/20,1.23808
4/7/20,1.23297
4/6/20,1.22291
4/3/20,1.2264
4/2/20,1.23925
4/1/20,1.2373
3/31/20,1.24163
3/30/20,1.24171
3/27/20,1.24448
3/26/20,1.21997
3/25/20,1.18842
3/24/20,1.17488
3/23/20,1.15372
3/20/20,1.16301
3/19/20,1.14837
3/18/20,1.16141
3/17/20,1.20499
3/16/20,1.22674
3/13/20,1.22673
3/12/20,1.25653
3/11/20,1.28117
3/10/20,1.29017
3/9/20,1.31226
3/6/20,1.30459
3/5/20,1.29485
3/4/20,1.28698
3/3/20,1.28125
3/2/20,1.27518
2/28/20,1.28125
2/27/20,1.28839
2/26/20,1.28953
2/25/20,1.30038
2/24/20,1.29253
2/21/20,1.29529
2/20/20,1.28759
2/19/20,1.29144
2/18/20,1.29953
2/17/20,1.3004
2/14/20,1.30455
2/13/20,1.30413
2/12/20,1.29576
2/11/20,1.29468
2/10/20,1.29141
2/7/20,1.28818
2/6/20,1.29238
2/5/20,1.30005
2/4/20,1.30293
2/3/20,1.29928
1/31/20,1.32014
1/30/20,1.30909
1/29/20,1.30153
1/28/20,1.30272
1/27/20,1.30555
1/24/20,1.30701
1/23/20,1.31193
1/22/20,1.31379
1/21/20,1.30473
1/20/20,1.30077
1/17/20,1.30058
1/16/20,1.30784
1/15/20,1.30374
1/14/20,1.3013
1/13/20,1.29868
1/10/20,1.30569
1/9/20,1.3066
1/8/20,1.30918
1/7/20,1.31189
1/6/20,1.31685
1/3/20,1.30787
1/2/20,1.31349
1/1/20,1.32559
12/31/19,1.32559
12/30/19,1.31118
12/27/19,1.30758
12/26/19,1.29922
12/25/19,1.29527
12/24/19,1.29346
12/23/19,1.29337
12/20/19,1.29952
12/19/19,1.30092
12/18/19,1.30771
12/17/19,1.31292
12/16/19,1.33284
12/13/19,1.33266
12/12/19,1.31582
12/11/19,1.3194
12/10/19,1.31531
12/9/19,1.31349
12/6/19,1.31319
12/5/19,1.31554
12/4/19,1.3103
12/3/19,1.29904
12/2/19,1.29372
11/29/19,1.29132
11/28/19,1.29097
11/27/19,1.2919
11/26/19,1.2864
11/25/19,1.28982
11/22/19,1.28283
11/21/19,1.29038
11/20/19,1.29216
11/19/19,1.29238
11/18/19,1.29508
11/15/19,1.28998
11/14/19,1.28809
11/13/19,1.28473
11/12/19,1.28449
11/11/19,1.28505
11/8/19,1.27714
11/7/19,1.28135
11/6/19,1.28538
11/5/19,1.28808
11/4/19,1.28807
11/1/19,1.29368
10/31/19,1.29404
10/30/19,1.28969
10/29/19,1.28644
10/28/19,1.28549
10/25/19,1.28234
10/24/19,1.28488
10/23/19,1.29102
10/22/19,1.28693
10/21/19,1.29578
10/18/19,1.29802
10/17/19,1.28893
10/16/19,1.28256
10/15/19,1.27805
10/14/19,1.26065
10/11/19,1.26408
10/10/19,1.24314
10/9/19,1.2204
10/8/19,1.22162
10/7/19,1.22881
10/4/19,1.23291
10/3/19,1.23292
10/2/19,1.22979
10/1/19,1.23026
9/30/19,1.22835
9/27/19,1.22851
9/26/19,1.23174
9/25/19,1.23451
9/24/19,1.24921
9/23/19,1.24257
9/20/19,1.24751
9/19/19,1.25207
9/18/19,1.24676
9/17/19,1.24967
9/16/19,1.24237
9/13/19,1.24974
9/12/19,1.23299
9/11/19,1.23264
9/10/19,1.23516
9/9/19,1.23419
9/6/19,1.228
9/5/19,1.23311
9/4/19,1.22518
9/3/19,1.20798
9/2/19,1.20643
8/30/19,1.21573
8/29/19,1.21784
8/28/19,1.22104
8/27/19,1.2285
8/26/19,1.22163
8/23/19,1.22824
8/22/19,1.22456
8/21/19,1.21215
8/20/19,1.21648
8/19/19,1.21236
8/16/19,1.21425
8/15/19,1.20753
8/14/19,1.20515
8/13/19,1.20584
8/12/19,1.20747
8/9/19,1.20214
8/8/19,1.21333
8/7/19,1.21407
8/6/19,1.21657
8/5/19,1.21425
8/2/19,1.21572
8/1/19,1.21312
7/31/19,1.21573
7/30/19,1.21498
7/29/19,1.22158
7/26/19,1.23805
7/25/19,1.24505
7/24/19,1.24842
7/23/19,1.24381
7/22/19,1.24741
7/19/19,1.24972
7/18/19,1.2543
7/17/19,1.24307
7/16/19,1.24056
7/15/19,1.25146
7/12/19,1.25705
7/11/19,1.25198
7/10/19,1.25014
7/9/19,1.24584
7/8/19,1.25103
7/5/19,1.25209
7/4/19,1.25759
7/3/19,1.25711
7/2/19,1.25922
7/1/19,1.26386
6/28/19,1.26916
6/27/19,1.26693
6/26/19,1.26854
6/25/19,1.26861
6/24/19,1.2738
6/21/19,1.27403
6/20/19,1.27002
6/19/19,1.26374
6/18/19,1.25564
6/17/19,1.25325
6/14/19,1.25891
6/13/19,1.26726
6/12/19,1.26871
6/11/19,1.27196
6/10/19,1.26829
6/7/19,1.27354
6/6/19,1.26907
6/5/19,1.26833
6/4/19,1.26954
6/3/19,1.2663
5/31/19,1.26291
5/30/19,1.26051
5/29/19,1.26255
5/28/19,1.26525
5/27/19,1.26776
5/24/19,1.27111
5/23/19,1.26555
5/22/19,1.26598
5/21/19,1.27045
5/20/19,1.27225
5/17/19,1.2715
5/16/19,1.27936
5/15/19,1.28413
5/14/19,1.29035
5/13/19,1.29557
5/10/19,1.29997
5/9/19,1.30054
5/8/19,1.30043
5/7/19,1.30736
5/6/19,1.3095
5/3/19,1.31694
5/2/19,1.30287
5/1/19,1.30493
4/30/19,1.30294
4/29/19,1.29317
4/26/19,1.29106
4/25/19,1.28967
4/24/19,1.28993
4/23/19,1.29345
4/22/19,1.29772
4/19/19,1.29815
4/18/19,1.2984
4/17/19,1.3038
4/16/19,1.3045
4/15/19,1.30967
4/12/19,1.30634
4/11/19,1.30512
4/10/19,1.30851
4/9/19,1.30479
4/8/19,1.30551
4/5/19,1.30338
4/4/19,1.30729
4/3/19,1.31556
4/2/19,1.31234
4/1/19,1.31012
3/29/19,1.30294
3/28/19,1.30377
3/27/19,1.31858
3/26/19,1.3206
3/25/19,1.31972
3/22/19,1.32058
3/21/19,1.3108
3/20/19,1.31926
3/19/19,1.32647
3/18/19,1.32528
3/15/19,1.32884
3/14/19,1.32399
3/13/19,1.3337
3/12/19,1.3071
3/11/19,1.31486
3/8/19,1.30111
3/7/19,1.30802
3/6/19,1.31687
3/5/19,1.31773
3/4/19,1.31787
3/1/19,1.31983
2/28/19,1.32613
2/27/19,1.33067
2/26/19,1.32502
2/25/19,1.30957
2/22/19,1.30494
2/21/19,1.30359
2/20/19,1.3049
2/19/19,1.3061
2/18/19,1.29208
2/15/19,1.28865
2/14/19,1.28004
2/13/19,1.2845
2/12/19,1.28913
2/11/19,1.28579
2/8/19,1.29441
2/7/19,1.29518
2/6/19,1.29285
2/5/19,1.29487
2/4/19,1.30338
2/1/19,1.30739
1/31/19,1.31062
1/30/19,1.31155
1/29/19,1.30661
1/28/19,1.31534
1/25/19,1.31984
1/24/19,1.3062
1/23/19,1.30673
1/22/19,1.29539
1/21/19,1.28906
1/18/19,1.28696
1/17/19,1.29844
1/16/19,1.28774
1/15/19,1.28589
1/14/19,1.28582
1/11/19,1.28347
1/10/19,1.27418
1/9/19,1.27882
1/8/19,1.27133
1/7/19,1.2775
1/4/19,1.2717
1/3/19,1.26278
1/2/19,1.2606
1/1/19,1.27526
12/31/18,1.27526
12/28/18,1.26943
12/27/18,1.26416
12/26/18,1.26317
12/25/18,1.26544
12/24/18,1.27005
12/21/18,1.26247
12/20/18,1.26541
12/19/18,1.26097
12/18/18,1.26374
12/17/18,1.26199
12/14/18,1.25813
12/13/18,1.26509
12/12/18,1.26288
12/11/18,1.24837
12/10/18,1.25595
12/7/18,1.27296
12/6/18,1.27817
12/5/18,1.27319
12/4/18,1.27149
12/3/18,1.27232
11/30/18,1.27509
11/29/18,1.2785
11/28/18,1.28232
11/27/18,1.2742
11/26/18,1.28068
11/23/18,1.28006
11/22/18,1.28752
11/21/18,1.27743
11/20/18,1.27862
11/19/18,1.28496
11/16/18,1.28261
11/15/18,1.27688
11/14/18,1.29861
11/13/18,1.29675
11/12/18,1.28476
11/9/18,1.29729
11/8/18,1.30607
11/7/18,1.31219
11/6/18,1.3095
11/5/18,1.30398
11/2/18,1.29617
11/1/18,1.30009
10/31/18,1.27644
10/30/18,1.27066
10/29/18,1.27919
10/26/18,1.2826
10/25/18,1.28162
10/24/18,1.28792
10/23/18,1.29819
10/22/18,1.29564
10/19/18,1.30666
10/18/18,1.30168
10/17/18,1.31128
10/16/18,1.31767
10/15/18,1.31514
10/12/18,1.31516
10/11/18,1.32311
10/10/18,1.3188
10/9/18,1.31425
10/8/18,1.30859
10/5/18,1.31136
10/4/18,1.30208
10/3/18,1.29362
10/2/18,1.29777
10/1/18,1.30419
9/28/18,1.30278
9/27/18,1.30733
9/26/18,1.31639
9/25/18,1.31786
9/24/18,1.31192
9/21/18,1.30764
9/20/18,1.32589
9/19/18,1.31427
9/18/18,1.31475
9/17/18,1.31564
9/14/18,1.30664
9/13/18,1.3106
9/12/18,1.30446
9/11/18,1.30299
9/10/18,1.30253
9/7/18,1.29137
9/6/18,1.29261
9/5/18,1.29037
9/4/18,1.2854
9/3/18,1.28676
8/31/18,1.29528
8/30/18,1.30062
8/29/18,1.3025
8/28/18,1.28703
8/27/18,1.28915
8/24/18,1.28452
8/23/18,1.28132
8/22/18,1.29095
8/21/18,1.28987
8/20/18,1.27969
8/17/18,1.27466
8/16/18,1.27088
8/15/18,1.26942
8/14/18,1.27214
8/13/18,1.27594
8/10/18,1.27663
8/9/18,1.2823
8/8/18,1.28807
8/7/18,1.29385
8/6/18,1.29426
8/3/18,1.30011
8/2/18,1.30155
8/1/18,1.31259
7/31/18,1.3122
7/30/18,1.31315
7/27/18,1.30967
7/26/18,1.31072
7/25/18,1.31877
7/24/18,1.31436
7/23/18,1.30977
7/20/18,1.31287
7/19/18,1.30139
7/18/18,1.30679
7/17/18,1.3114
7/16/18,1.32352
7/13/18,1.32323
7/12/18,1.3205
7/11/18,1.32032
7/10/18,1.32709
7/9/18,1.32556
7/6/18,1.32844
7/5/18,1.32209
7/4/18,1.32251
7/3/18,1.31893
7/2/18,1.31421
6/29/18,1.3204
6/28/18,1.30761
6/27/18,1.31128
6/26/18,1.32184
6/25/18,1.32764
6/22/18,1.32593
6/21/18,1.32343
6/20/18,1.31691
6/19/18,1.31726
6/18/18,1.32437
6/15/18,1.32763
6/14/18,1.32604
6/13/18,1.33737
6/12/18,1.33703
6/11/18,1.33729
6/8/18,1.34081
6/7/18,1.3421
6/6/18,1.34113
6/5/18,1.33851
6/4/18,1.33122
6/1/18,1.33449
5/31/18,1.32957
5/30/18,1.32844
5/29/18,1.32416
5/28/18,1.33092
5/25/18,1.32946
5/24/18,1.33769
5/23/18,1.33449
5/22/18,1.34278
5/21/18,1.34217
5/18/18,1.34679
5/17/18,1.35153
5/16/18,1.34832
5/15/18,1.35
5/14/18,1.35559
5/11/18,1.35407
5/10/18,1.35169
5/9/18,1.35447
5/8/18,1.3546
5/7/18,1.35558
5/4/18,1.35253
5/3/18,1.35729
5/2/18,1.35718
5/1/18,1.36124
4/30/18,1.3755
4/27/18,1.37785
4/26/18,1.3915
4/25/18,1.39291
4/24/18,1.39767
4/23/18,1.39391
4/20/18,1.40002
4/19/18,1.40833
4/18/18,1.42
4/17/18,1.42862
4/16/18,1.43369
4/13/18,1.42372
4/12/18,1.42268
4/11/18,1.41746
4/10/18,1.41742
4/9/18,1.41294
4/6/18,1.40814
4/5/18,1.40015
4/4/18,1.40782
4/3/18,1.40557
4/2/18,1.4043
3/30/18,1.40088
3/29/18,1.40174
3/28/18,1.40762
3/27/18,1.41556
3/26/18,1.42273
3/23/18,1.41305
3/22/18,1.40948
3/21/18,1.41393
3/20/18,1.39968
3/19/18,1.40226
3/16/18,1.39432
3/15/18,1.39357
3/14/18,1.39605
3/13/18,1.39602
3/12/18,1.39052
3/9/18,1.38447
3/8/18,1.38089
3/7/18,1.3899
3/6/18,1.38863
3/5/18,1.38482
3/2/18,1.3798
3/1/18,1.37746
2/28/18,1.3759
2/27/18,1.3906
2/26/18,1.39668
2/23/18,1.39656
2/22/18,1.39531
2/21/18,1.39182
2/20/18,1.39948
2/19/18,1.39964
2/16/18,1.40298
2/15/18,1.40981
2/14/18,1.39956
2/13/18,1.38909
2/12/18,1.38357
2/9/18,1.38239
2/8/18,1.39105
2/7/18,1.38809
2/6/18,1.3948
2/5/18,1.39572
2/2/18,1.41213
2/1/18,1.42595
1/31/18,1.41902
1/30/18,1.41447
1/29/18,1.40727
1/26/18,1.41562
1/25/18,1.41313
1/24/18,1.42375
1/23/18,1.39973
1/22/18,1.39837
1/19/18,1.38479
1/18/18,1.38922
1/17/18,1.38306
1/16/18,1.3791
1/15/18,1.37935
1/12/18,1.37277
1/11/18,1.35355
1/10/18,1.3506
1/9/18,1.35395
1/8/18,1.35662
1/5/18,1.3564
1/4/18,1.35504
1/3/18,1.35142
1/2/18,1.35889
1/1/18,1.34944
12/29/17,1.34944
12/28/17,1.34382
12/27/17,1.33965
12/26/17,1.33733
12/25/17,1.33899
12/22/17,1.33541
12/21/17,1.33846
12/20/17,1.33752
12/19/17,1.33843
12/18/17,1.33814
12/15/17,1.33269
12/14/17,1.34303
12/13/17,1.3419
12/12/17,1.33168
12/11/17,1.33382
12/8/17,1.33789
12/7/17,1.34739
12/6/17,1.33903
12/5/17,1.34422
12/4/17,1.3479
12/1/17,1.34746
11/30/17,1.3524
11/29/17,1.34095
11/28/17,1.33387
11/27/17,1.33178
11/24/17,1.33346
11/23/17,1.33082
11/22/17,1.33248
11/21/17,1.3237
11/20/17,1.32344
11/17/17,1.32156
11/16/17,1.31938
11/15/17,1.31712
11/14/17,1.31645
11/13/17,1.31154
11/10/17,1.31881
11/9/17,1.31444
11/8/17,1.3114
11/7/17,1.31661
11/6/17,1.31708
11/3/17,1.30738
11/2/17,1.30579
11/1/17,1.32432
10/31/17,1.32821
10/30/17,1.32071
10/27/17,1.31247
10/26/17,1.31584
10/25/17,1.32598
10/24/17,1.31308
10/23/17,1.31966
10/20/17,1.31871
10/19/17,1.31551
10/18/17,1.32045
10/17/17,1.31887
10/16/17,1.32493
10/13/17,1.32823
10/12/17,1.32599
10/11/17,1.32222
10/10/17,1.32025
10/9/17,1.314
10/6/17,1.30645
10/5/17,1.31179
10/4/17,1.32479
10/3/17,1.32375
10/2/17,1.3275
9/29/17,1.33953
9/28/17,1.34395
9/27/17,1.33844
9/26/17,1.34587
9/25/17,1.34646
9/22/17,1.34934
9/21/17,1.35748
9/20/17,1.34934
9/19/17,1.35064
9/18/17,1.34935
9/15/17,1.35937
9/14/17,1.3395
9/13/17,1.32073
9/12/17,1.32823
9/11/17,1.31616
9/8/17,1.31915
9/7/17,1.31
9/6/17,1.30408
9/5/17,1.30288
9/4/17,1.29298
9/1/17,1.29507
8/31/17,1.29286
8/30/17,1.29239
8/29/17,1.29172
8/28/17,1.29306
8/25/17,1.28761
8/24/17,1.27993
8/23/17,1.27973
8/22/17,1.28225
8/21/17,1.28978
8/18/17,1.28723
8/17/17,1.28648
8/16/17,1.28896
8/15/17,1.2868
8/14/17,1.29635
8/11/17,1.30078
8/10/17,1.29757
8/9/17,1.30033
8/8/17,1.29907
8/7/17,1.30336
8/4/17,1.30366
8/3/17,1.31368
8/2/17,1.3222
8/1/17,1.32017
7/31/17,1.32134
7/28/17,1.31335
7/27/17,1.30649
7/26/17,1.31212
7/25/17,1.30231
7/24/17,1.30278
7/21/17,1.29931
7/20/17,1.29738
7/19/17,1.30203
7/18/17,1.30378
7/17/17,1.30532
7/14/17,1.30973
7/13/17,1.29362
7/12/17,1.28821
7/11/17,1.28434
7/10/17,1.28799
7/7/17,1.28864
7/6/17,1.29712
7/5/17,1.29337
7/4/17,1.29162
7/3/17,1.29363
6/30/17,1.30183
6/29/17,1.30038
6/28/17,1.2924
6/27/17,1.28138
6/26/17,1.27223
6/23/17,1.27159
6/22/17,1.26814
6/21/17,1.26705
6/20/17,1.2629
6/19/17,1.27359
6/16/17,1.27726
6/15/17,1.27543
6/14/17,1.27484
6/13/17,1.27517
6/12/17,1.26571
6/9/17,1.27365
6/8/17,1.29506
6/7/17,1.29591
6/6/17,1.29076
6/5/17,1.29039
6/2/17,1.28894
6/1/17,1.28792
5/31/17,1.28881
5/30/17,1.28569
5/29/17,1.28375
5/26/17,1.28032
5/25/17,1.29405
5/24/17,1.29725
5/23/17,1.29603
5/22/17,1.29998
5/19/17,1.30349
5/18/17,1.29348
5/17/17,1.2969
5/16/17,1.29155
5/15/17,1.2892
5/12/17,1.28848
5/11/17,1.28867
5/10/17,1.29375
5/9/17,1.29307
5/8/17,1.29363
5/5/17,1.29753
5/4/17,1.29214
5/3/17,1.28663
5/2/17,1.29382
5/1/17,1.28838
4/28/17,1.29476
4/27/17,1.29036
4/26/17,1.28464
4/25/17,1.28414
4/24/17,1.27943
4/21/17,1.28022
4/20/17,1.2809
4/19/17,1.27772
4/18/17,1.284
4/17/17,1.25631
4/14/17,1.25172
4/13/17,1.25008
4/12/17,1.25387
4/11/17,1.24893
4/10/17,1.24117
4/7/17,1.23678
4/6/17,1.24677
4/5/17,1.2482
4/4/17,1.24382
4/3/17,1.24839
3/31/17,1.25512
3/30/17,1.24676
3/29/17,1.24347
3/28/17,1.24473
3/27/17,1.25572
3/24/17,1.2471
3/23/17,1.25199
3/22/17,1.2483
3/21/17,1.24769
3/20/17,1.23578
3/17/17,1.23945
3/16/17,1.23586
3/15/17,1.22911
3/14/17,1.21487
3/13/17,1.22178
3/10/17,1.21636
3/9/17,1.21642
3/8/17,1.2165
3/7/17,1.21984
3/6/17,1.22352
3/3/17,1.22915
3/2/17,1.2265
3/1/17,1.22922
2/28/17,1.238
2/27/17,1.24426
2/24/17,1.24561
2/23/17,1.25561
2/22/17,1.24419
2/21/17,1.2473
2/20/17,1.24597
2/17/17,1.24069
2/16/17,1.24887
2/15/17,1.24589
2/14/17,1.24664
2/13/17,1.25239
2/10/17,1.24835
2/9/17,1.24942
2/8/17,1.2541
2/7/17,1.25075
2/6/17,1.24651
2/3/17,1.24765
2/2/17,1.25236
2/1/17,1.26568
1/31/17,1.25777
1/30/17,1.2484
1/27/17,1.25447
1/26/17,1.25914
1/25/17,1.26303
1/24/17,1.25194
1/23/17,1.2532
1/20/17,1.23741
1/19/17,1.23418
1/18/17,1.22574
1/17/17,1.24128
1/16/17,1.20411
1/13/17,1.2175
1/12/17,1.21604
1/11/17,1.22085
1/10/17,1.21752
1/9/17,1.21581
1/6/17,1.22798
1/5/17,1.24147
1/4/17,1.23208
1/3/17,1.2236
1/2/17,1.22744
12/30/16,1.23399
12/29/16,1.22571
12/28/16,1.22238
12/27/16,1.22661
12/26/16,1.22805
12/23/16,1.22871
12/22/16,1.22809
12/21/16,1.23505
12/20/16,1.23642
12/19/16,1.23918
12/16/16,1.24856
12/15/16,1.2416
12/14/16,1.25593
12/13/16,1.26564
12/12/16,1.26718
12/9/16,1.25646
12/8/16,1.2583
12/7/16,1.26238
12/6/16,1.2676
12/5/16,1.27305
12/2/16,1.27265
12/1/16,1.25875
11/30/16,1.25039
11/29/16,1.24892
11/28/16,1.24128
11/25/16,1.24843
11/24/16,1.24448
11/23/16,1.24371
11/22/16,1.24223
11/21/16,1.24881
11/18/16,1.23366
11/17/16,1.24107
11/16/16,1.24389
11/15/16,1.2455
11/14/16,1.2486
11/11/16,1.25954
11/10/16,1.25518
11/9/16,1.24025
11/8/16,1.2372
11/7/16,1.23937
11/4/16,1.25177
11/3/16,1.24584
11/2/16,1.2301
11/1/16,1.22407
10/31/16,1.22435
10/28/16,1.21833
10/27/16,1.21609
10/26/16,1.22453
10/25/16,1.21847
10/24/16,1.22362
10/21/16,1.2228
10/20/16,1.22515
10/19/16,1.22859
10/18/16,1.22964
10/17/16,1.21797
10/14/16,1.2181
10/13/16,1.22512
10/12/16,1.22045
10/11/16,1.21196
10/10/16,1.23599
10/7/16,1.2427
10/6/16,1.2614
10/5/16,1.27458
10/4/16,1.27264
10/3/16,1.28392
9/30/16,1.29737
9/29/16,1.29677
9/28/16,1.30152
9/27/16,1.30216
9/26/16,1.29743
9/23/16,1.29604
9/22/16,1.30746
9/21/16,1.3028
9/20/16,1.29874
9/19/16,1.30277
9/16/16,1.29953
9/15/16,1.32369
9/14/16,1.32327
9/13/16,1.31913
9/12/16,1.33353
9/9/16,1.32606
9/8/16,1.32911
9/7/16,1.33394
9/6/16,1.3438
9/5/16,1.3301
9/2/16,1.32906
9/1/16,1.32672
8/31/16,1.31371
8/30/16,1.3076
8/29/16,1.3103
8/26/16,1.31297
8/25/16,1.31902
8/24/16,1.32312
8/23/16,1.3197
8/22/16,1.31367
8/19/16,1.30736
8/18/16,1.31643
8/17/16,1.30407
8/16/16,1.30453
8/15/16,1.28771
8/12/16,1.29148
8/11/16,1.29553
8/10/16,1.30083
8/9/16,1.30008
8/8/16,1.30388
8/5/16,1.30669
8/4/16,1.31056
8/3/16,1.33234
8/2/16,1.33549
8/1/16,1.31741
7/29/16,1.32224
7/28/16,1.31608
7/27/16,1.32211
7/26/16,1.31277
7/25/16,1.31354
7/22/16,1.3109
7/21/16,1.32318
7/20/16,1.32028
7/19/16,1.31091
7/18/16,1.32548
7/15/16,1.31838
7/14/16,1.33411
7/13/16,1.31439
7/12/16,1.32446
7/11/16,1.29937
7/8/16,1.29529
7/7/16,1.2905
7/6/16,1.29284
7/5/16,1.3021
7/4/16,1.32854
7/1/16,1.32718
6/30/16,1.33076
6/29/16,1.34249
6/28/16,1.33379
6/27/16,1.32192
6/24/16,1.36595
6/23/16,1.48667
6/22/16,1.47029
6/21/16,1.4642
6/20/16,1.46971
6/17/16,1.43535
6/16/16,1.42006
6/15/16,1.42019
6/14/16,1.41094
6/13/16,1.42679
6/10/16,1.42485
6/9/16,1.44543
