dt,close
2011-02-28,13.819999694824219
2011-03-01,13.5
2011-03-02,13.649999618530273
2011-03-03,13.84000015258789
2011-03-04,13.680000305175781
2011-03-07,13.609999656677246
2011-03-08,13.600000381469727
2011-03-09,13.579999923706055
2011-03-10,13.369999885559082
2011-03-11,13.550000190734863
2011-03-14,13.470000267028809
2011-03-15,13.289999961853027
2011-03-16,12.970000267028809
2011-03-17,13.220000267028809
2011-03-18,13.289999961853027
2011-03-21,13.529999732971191
2011-03-22,13.520000457763672
2011-03-23,13.5600004196167
2011-03-24,13.65999984741211
2011-03-25,13.770000457763672
2011-03-28,13.680000305175781
2011-03-29,13.729999542236328
2011-03-30,13.770000457763672
2011-03-31,13.850000381469727
2011-04-01,13.890000343322754
2011-04-04,13.90999984741211
2011-04-05,13.989999771118164
2011-04-06,13.970000267028809
2011-04-07,13.989999771118164
2011-04-08,13.899999618530273
2011-04-11,13.819999694824219
2011-04-12,13.609999656677246
2011-04-13,13.359999656677246
2011-04-14,13.289999961853027
2011-04-15,13.390000343322754
2011-04-18,13.140000343322754
2011-04-19,13.270000457763672
2011-04-20,13.539999961853027
2011-04-21,13.579999923706055
2011-04-25,13.59000015258789
2011-04-26,13.699999809265137
2011-04-27,13.760000228881836
2011-04-28,13.84000015258789
2011-04-29,13.760000228881836
2011-05-02,13.90999984741211
2011-05-03,13.829999923706055
2011-05-04,13.800000190734863
2011-05-05,13.600000381469727
2011-05-06,13.550000190734863
2011-05-09,13.6899995803833
2011-05-10,13.760000228881836
2011-05-11,13.75
2011-05-12,13.829999923706055
2011-05-13,13.720000267028809
2011-05-16,13.600000381469727
2011-05-17,13.539999961853027
2011-05-18,13.59000015258789
2011-05-19,13.699999809265137
2011-05-20,13.649999618530273
2011-05-23,13.5
2011-05-24,13.579999923706055
2011-05-25,13.4399995803833
2011-05-26,13.579999923706055
2011-05-27,13.739999771118164
2011-05-31,13.84000015258789
2011-06-01,13.729999542236328
2011-06-02,13.609999656677246
2011-06-03,13.569999694824219
2011-06-06,13.430000305175781
2011-06-07,13.5
2011-06-08,13.380000114440918
2011-06-09,13.5
2011-06-10,13.260000228881836
2011-06-13,13.140000343322754
2011-06-14,13.229999542236328
2011-06-15,13.0
2011-06-16,12.869999885559082
2011-06-17,12.869999885559082
2011-06-20,12.84000015258789
2011-06-21,13.0
2011-06-22,12.979999542236328
2011-06-23,12.960000038146973
2011-06-24,12.9399995803833
2011-06-27,13.149999618530273
2011-06-28,13.329999923706055
2011-06-29,13.390000343322754
2011-06-30,13.449999809265137
2011-07-01,13.479999542236328
2011-07-05,13.449999809265137
2011-07-06,13.479999542236328
2011-07-07,13.649999618530273
2011-07-08,13.5600004196167
2011-07-11,13.350000381469727
2011-07-12,13.289999961853027
2011-07-13,13.25
2011-07-14,13.079999923706055
2011-07-15,13.140000343322754
2011-07-18,12.899999618530273
2011-07-19,13.0600004196167
2011-07-20,13.100000381469727
2011-07-21,13.300000190734863
2011-07-22,13.210000038146973
2011-07-25,13.199999809265137
2011-07-26,13.239999771118164
2011-07-27,12.979999542236328
2011-07-28,12.84000015258789
2011-07-29,12.779999732971191
2011-08-01,12.989999771118164
2011-08-02,12.760000228881836
2011-08-03,12.680000305175781
2011-08-04,11.949999809265137
2011-08-05,11.819999694824219
2011-08-08,10.9399995803833
2011-08-09,11.239999771118164
2011-08-10,11.079999923706055
2011-08-11,11.720000267028809
2011-08-12,11.760000228881836
2011-08-15,12.0
2011-08-16,11.970000267028809
2011-08-17,12.020000457763672
2011-08-18,11.539999961853027
2011-08-19,11.260000228881836
2011-08-22,11.199999809265137
2011-08-23,11.550000190734863
2011-08-24,11.65999984741211
2011-08-25,11.520000457763672
2011-08-26,11.619999885559082
2011-08-29,11.850000381469727
2011-08-30,11.920000076293945
2011-08-31,12.0
2011-09-01,11.899999618530273
2011-09-02,11.640000343322754
2011-09-06,11.59000015258789
2011-09-07,11.890000343322754
2011-09-08,11.630000114440918
2011-09-09,11.319999694824219
2011-09-12,11.489999771118164
2011-09-13,11.5
2011-09-14,11.640000343322754
2011-09-15,11.720000267028809
2011-09-16,11.649999618530273
2011-09-19,11.5600004196167
2011-09-20,11.510000228881836
2011-09-21,11.25
2011-09-22,11.0
2011-09-23,11.050000190734863
2011-09-26,11.210000038146973
2011-09-27,11.199999809265137
2011-09-28,10.979999542236328
2011-09-29,10.869999885559082
2011-09-30,10.550000190734863
2011-10-03,10.180000305175781
2011-10-04,10.25
2011-10-05,10.390000343322754
2011-10-06,10.539999961853027
2011-10-07,10.399999618530273
2011-10-10,10.65999984741211
2011-10-11,10.579999923706055
2011-10-12,10.699999809265137
2011-10-13,10.680000305175781
